# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,5.3290218772820355,3.2879537558120253,0.024746088354268846,0,3.0,0.07258353245997685,0.0,0.0,0.0
 0.08949409882809545,5.341035666749099,3.287958944576654,0.024746088354268846,0.2684822964842864,3.0000000000000004,0.07258353245997685,0.0,1.3514157544627776,0.0
 0.12632485787564468,5.352958820652864,3.287974452019484,0.07451975637994937,0.3789745736269341,3.0,0.07362101372397839,0.0,1.783135873170794,0.0
 0.1544235667229321,5.364791795024963,3.2880001898639306,0.12462357211532911,0.46327070016879635,3.000000000000001,0.07467396605412707,0.0,2.1414069062164462,0.0
 0.17797614563824132,5.376535045897029,3.2880360698334106,0.17505922726378018,0.533928436914724,2.9999999999999987,0.07574258175623688,0.0,2.4607913029314674,0.0
 0.19860737910268267,5.388189029300702,3.28808200365134,0.22582838714182607,0.595822137308048,2.9999999999999973,0.07682705241092799,0.0,2.755712193929412,0.0
 0.21715224092776853,5.399754201267613,3.2881379030411337,0.2769326890079512,0.6514567227833056,3.0,0.07792756919785904,0.0,3.033886572941272,0.0
 0.23410773682501054,5.4112310178293965,3.288203679726209,0.32837374034815464,0.7023232104750317,3.0000000000000018,0.07904432288424751,0.0,3.300024464838432,0.0
 0.24979834071712134,5.422619935017691,3.2882792454299805,0.3801531170602094,0.749395022151364,2.9999999999999964,0.08017750274572766,0.0,3.5572527855853218,0.0
 0.2644498843953767,5.433921408864127,3.288364511875865,0.43227236162280824,0.7933496531861302,3.0000000000000058,0.08132729782037225,0.0,3.8077739737397804,0.0
 0.2782271253494685,5.445135895400341,3.288459390787278,0.4847329811577407,0.8346813760484054,2.999999999999996,0.08249389473131148,0.0,4.053209529531393,0.0
 0.2912546937247714,5.456263850657969,3.288563793887636,0.5375364454431404,0.8737640811743143,3.0,0.08367747940861467,0.0,4.294795252567882,0.0
 0.30362961180356796,5.4673057306686434,3.288677632900354,0.5906841848588723,0.9108888354107039,3.0,0.08487823571126847,0.0,4.533499625280709,0.0
 0.31542919442520506,5.478261991464002,3.2888008195488485,0.6441775882525328,0.9462875832756151,2.999999999999995,0.08609634508930038,0.0,4.770099342978192,0.0
 0.32671625757024525,5.489133089075676,3.2889332655565364,0.6980180007448424,0.9801487727107357,3.000000000000005,0.08733198722865619,0.0,5.005229517303691,0.0
 0.3375426783118321,5.499919479535303,3.2890748826468315,0.7522067214073819,1.0126280349354961,2.9999999999999845,0.08858533833343926,0.0,5.239418213575596,0.0
 0.34795190264725007,5.510621618874517,3.2892255825431516,0.806745000979565,1.0438557079417499,2.999999999999984,0.08985657249908986,0.0,5.473110865041008,0.0
 0.3579807582140284,5.521239963124953,3.289385276968912,0.8616340393460267,1.0739422746420848,2.999999999999989,0.09114585956201646,0.0,5.7066879930602274,0.0
 0.36766079395227375,5.531774968318245,3.289553877647528,0.9168749830658651,1.1029823818568207,2.9999999999999942,0.09245336659447394,0.0,5.940478308133359,0.0
 0.3770192894823449,5.542227090486028,3.2897312963024166,0.972468922759016,1.1310578684470343,3.0,0.09377925594717586,0.0,6.17476858610694,0.0
 0.3860800286590892,5.5525967856599365,3.2899174446569934,1.028416890394485,1.158240085977267,2.999999999999994,0.09512368596035474,0.0,6.409811233288761,0.0
 0.39486390139249666,5.562884509871606,3.290112234434674,1.084719856512859,1.1845917041774894,2.999999999999994,0.0964868101150757,0.0,6.645830158141045,0.0
 0.4033893781951246,5.573090719152672,3.290315577358874,1.1413787273602958,1.2101681345853732,3.0,0.09786877640756944,0.0,6.8830253838722575,0.0
 0.411672888915465,5.583215869534768,3.290527385153011,1.1983943419159766,1.2350186667463943,2.9999999999999867,0.09926972737093229,0.0,7.121576710191651,0.0
 0.4197291283152872,5.593260417049529,3.290747569540499,1.2557674687974787,1.2591873849458608,2.999999999999993,0.10068979927636963,0.0,7.36164666061252,0.0
 0.4275713050730135,5.603224817728591,3.290976042244755,1.3134988031379278,1.2827139152190397,2.999999999999993,0.10212912156873205,0.0,7.603382847719382,0.0
 0.43521134652571913,5.613109527603586,3.2912127149891943,1.371588963275295,1.3056340395771566,3.000000000000007,0.10358781725452622,0.0,7.846919916413395,0.0
 0.44266006841355054,5.622915002706151,3.291457499497233,1.4300384874087435,1.327980205240651,3.0000000000000298,0.10506600048456692,0.0,8.092381122118361,0.0
 0.4499273166811302,5.632641699067922,3.2917103074922878,1.4888478300990522,1.34978195004339,3.000000000000015,0.10656377828876769,0.0,8.339879638248613,0.0
 0.45702208676799017,5.642290072720531,3.291971050697774,1.5480173586845112,1.37106626030397,3.0,0.10808124794158723,0.0,8.589519631543002,0.0
 0.46395262461369946,5.651860579695614,3.2922396408371077,1.6075473495673829,1.391857873841098,3.000000000000016,0.10961849767676786,0.0,8.841397159565261,0.0
 0.47072651269597027,5.661353676024805,3.292515989633705,1.667437984417185,1.4121795380879103,2.9999999999999756,0.11117560568349745,0.0,9.095600903157882,0.0
 0.4773507437305181,5.670769817739741,3.292800008810981,1.727689346197745,1.4320522311915538,2.9999999999999916,0.11275263904784964,0.0,9.352212792701005,0.0
 0.4838317841321245,5.680109460872055,3.293091610092352,1.7883014151516603,1.451495352396373,2.9999999999999916,0.11434965354022461,0.0,9.61130850600527,0.0
 0.49017562892646516,5.689373061453381,3.2933907052012352,1.8492740645842838,1.470526886779395,3.000000000000026,0.11596669218147274,0.0,9.87295789340498,0.0
