# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.826686621526455,4.893980683021587,-14.15596652755246,0,2.5,0.045056604597794044,0.0,0.0,-0.0454370117560795
 0.07819640180891907,1.83409786709629,4.8921114088602895,-14.15596652755246,0.19549100452229767,2.5,0.045056604597794044,-0.0035530108282749717,0.6095812218513704,-0.3295751911961517
 0.11053643136194505,1.8414963589202165,4.890248058785613,-14.136252652822817,0.27634107840486266,2.5000000000000013,0.04567624138319899,-0.014211482251502705,0.8049953788916483,-0.7167584388797597
 0.13531779138296435,1.8488821359168894,4.888390645417246,-14.116303772523247,0.3382944784574109,2.4999999999999996,0.046300203156521835,-0.031973731173485787,0.9674861026632593,-1.191724404791161
 0.1561810223915508,1.8562552370049643,4.886539181374877,-14.096118886465787,0.39045255597887707,2.5000000000000027,0.04692850485646954,-0.05683695272921396,1.1125493252056338,-1.7411400373484731
 0.17453696580391248,1.863615701103097,4.884693679278194,-14.075696994008851,0.43634241450978134,2.500000000000003,0.047561162710621836,-0.08879722072777985,1.2466321241111846,-2.3564398391523986
 0.19110953722955942,1.8709635671299425,4.882854151746885,-14.055037094090512,0.4777738430738987,2.5,0.04819819185617261,-0.12784948827237297,1.3731715997600298,-3.031523294745331
 0.20632898164710273,1.878298874004156,4.881020611400641,-14.034138185252216,0.515822454117757,2.5,0.048839608026958053,-0.17398758855723728,1.4942566381826772,-3.761749908966501
 0.22047576135656927,1.885621660644393,4.879193070859147,-14.012999265762437,0.5511894033914233,2.5,0.04948542556470015,-0.22720423584149219,1.6112671089890631,-4.543425219318309
 0.23374477929963897,1.8929319659693091,4.877371542742093,-13.991619333582182,0.5843619482490976,2.500000000000003,0.050135660064916265,-0.2874910265996222,1.7251693154777274,-5.3735073925656325
